,Frequency,Coverage,Zero coverage bases,Mapped reads
19672,100.0 , 165 , 0 , 5879182
19673,100.0 , 162 , 0 , 5879182
19674,100.0 , 130 , 0 , 5879182
19675,100.0 , 130 , 0 , 5879182
19676,100.0 , 161 , 0 , 5879182
19677,100.0 , 161 , 0 , 5879182
19678,100.0 , 163 , 0 , 5879182
19679,100.0 , 163 , 0 , 5879182
19680,100.0 , 151 , 0 , 5879182
19681,100.0 , 151 , 0 , 5879182
19682,100.0 , 165 , 0 , 5879182
19683,100.0 , 165 , 0 , 5879182
19684,100.0 , 133 , 0 , 5879182
19685,100.0 , 147 , 0 , 5879182
19686,100.0 , 147 , 0 , 5879182
19687,100.0 , 116 , 0 , 5879182
19688,100.0 , 148 , 0 , 5879182
19689,100.0 , 139 , 0 , 5879182
19690,100.0 , 139 , 0 , 5879182
19691,99.2805755396 , 139 , 0 , 5879182
19692,99.2805755396 , 139 , 0 , 5879182
19693,99.4791666667 , 192 , 0 , 5879182
19694,99.3197278912 , 147 , 0 , 5879182
19695,100.0 , 125 , 0 , 5879182
19696,100.0 , 158 , 0 , 5879182
19697,98.3739837398 , 123 , 0 , 5879182
19698,100.0 , 162 , 0 , 5879182
19699,100.0 , 143 , 0 , 5879182
19700,100.0 , 143 , 0 , 5879182
19701,100.0 , 182 , 0 , 5879182
19702,100.0 , 148 , 0 , 5879182
19703,100.0 , 134 , 0 , 5879182
19704,100.0 , 134 , 0 , 5879182
19705,100.0 , 141 , 0 , 5879182
19706,100.0 , 167 , 0 , 5879182
19707,100.0 , 152 , 0 , 5879182
19708,100.0 , 157 , 0 , 5879182
19709,100.0 , 120 , 0 , 5879182
19710,100.0 , 152 , 0 , 5879182
19711,100.0 , 130 , 0 , 5879182
19712,100.0 , 165 , 0 , 5879182
19713,100.0 , 162 , 0 , 5879182
19714,100.0 , 156 , 0 , 5995487
19715,100.0 , 156 , 0 , 5995487
19716,100.0 , 156 , 0 , 5995487
19717,100.0 , 156 , 0 , 5995487
19718,100.0 , 170 , 0 , 5995487
19719,100.0 , 170 , 0 , 5995487
19720,100.0 , 170 , 0 , 5995487
19721,100.0 , 170 , 0 , 5995487
19722,100.0 , 158 , 0 , 5995487
19723,100.0 , 158 , 0 , 5995487
19724,100.0 , 151 , 0 , 5995487
19725,100.0 , 151 , 0 , 5995487
19726,99.4680851064 , 188 , 0 , 5995487
19727,99.4680851064 , 188 , 0 , 5995487
19728,100.0 , 189 , 0 , 5995487
19729,100.0 , 189 , 0 , 5995487
19730,98.7878787879 , 165 , 0 , 5995487
19731,98.7878787879 , 165 , 0 , 5995487
19732,100.0 , 146 , 0 , 5995487
19733,100.0 , 146 , 0 , 5995487
19734,100.0 , 197 , 0 , 5995487
19735,100.0 , 161 , 0 , 5995487
19736,100.0 , 173 , 0 , 5995487
19737,100.0 , 173 , 0 , 5995487
19738,100.0 , 141 , 0 , 5995487
19739,100.0 , 141 , 0 , 5995487
19740,98.8636363636 , 176 , 0 , 5995487
19741,98.8636363636 , 176 , 0 , 5995487
19742,100.0 , 146 , 0 , 5995487
19743,100.0 , 146 , 0 , 5995487
19744,100.0 , 156 , 0 , 5995487
19745,100.0 , 156 , 0 , 5995487
19746,100.0 , 156 , 0 , 5995487
19747,100.0 , 156 , 0 , 5995487
19748,100.0 , 156 , 0 , 5995487
19749,100.0 , 170 , 0 , 5995487
19750,100.0 , 170 , 0 , 5995487
19751,100.0 , 170 , 0 , 5995487
19752,100.0 , 170 , 0 , 5995487
19753,100.0 , 170 , 0 , 5995487
19754,100.0 , 158 , 0 , 5995487
19755,100.0 , 158 , 0 , 5995487
19756,100.0 , 186 , 0 , 5995487
19757,100.0 , 138 , 0 , 5995487
19758,100.0 , 163 , 0 , 5995487
19759,100.0 , 163 , 0 , 5995487
19760,100.0 , 172 , 0 , 5995487
19761,98.8636363636 , 176 , 0 , 5995487
19762,100.0 , 170 , 0 , 5995487
19763,99.4350282486 , 177 , 0 , 5995487
19764,99.4350282486 , 177 , 0 , 5995487
19765,88.202247191 , 178 , 0 , 5995487
19766,99.2537313433 , 134 , 0 , 5995487
19767,100.0 , 129 , 0 , 5995487
19768,100.0 , 129 , 0 , 5995487
19769,98.8636363636 , 176 , 0 , 5995487
19770,100.0 , 159 , 0 , 5995487
19771,100.0 , 193 , 0 , 5995487
19772,100.0 , 143 , 0 , 5995487
19773,100.0 , 194 , 0 , 5995487
19774,100.0 , 163 , 0 , 5995487
19775,100.0 , 166 , 0 , 5995487
19776,100.0 , 169 , 0 , 5995487
19777,100.0 , 172 , 0 , 5995487
19778,98.8636363636 , 176 , 0 , 5995487
19779,88.202247191 , 178 , 0 , 5995487
19780,100.0 , 193 , 0 , 5995487
19781,100.0 , 194 , 0 , 5995487
19782,100.0 , 166 , 0 , 5995487
19783,100.0 , 169 , 0 , 5995487
19784,100.0 , 151 , 0 , 5995487
19785,100.0 , 151 , 0 , 5995487
19786,99.4680851064 , 188 , 0 , 5995487
19787,99.4680851064 , 188 , 0 , 5995487
19788,100.0 , 189 , 0 , 5995487
19789,100.0 , 189 , 0 , 5995487
19790,98.7878787879 , 165 , 0 , 5995487
19791,98.7878787879 , 165 , 0 , 5995487
19792,100.0 , 146 , 0 , 5995487
19793,100.0 , 146 , 0 , 5995487
19794,100.0 , 197 , 0 , 5995487
19795,100.0 , 161 , 0 , 5995487
19796,100.0 , 173 , 0 , 5995487
19797,100.0 , 141 , 0 , 5995487
19798,98.8636363636 , 176 , 0 , 5995487
19799,98.8636363636 , 176 , 0 , 5995487
19800,100.0 , 146 , 0 , 5995487
19801,100.0 , 146 , 0 , 5995487
19802,100.0 , 186 , 0 , 5995487
19803,100.0 , 138 , 0 , 5995487
19804,100.0 , 163 , 0 , 5995487
19805,100.0 , 172 , 0 , 5995487
19806,98.8636363636 , 176 , 0 , 5995487
19807,100.0 , 170 , 0 , 5995487
19808,99.4350282486 , 177 , 0 , 5995487
19809,99.4350282486 , 177 , 0 , 5995487
19810,88.202247191 , 178 , 0 , 5995487
19811,99.2537313433 , 134 , 0 , 5995487
19812,100.0 , 129 , 0 , 5995487
19813,100.0 , 129 , 0 , 5995487
19814,98.8636363636 , 176 , 0 , 5995487
19815,100.0 , 159 , 0 , 5995487
19816,100.0 , 193 , 0 , 5995487
19817,100.0 , 143 , 0 , 5995487
19818,100.0 , 194 , 0 , 5995487
19819,100.0 , 163 , 0 , 5995487
19820,100.0 , 166 , 0 , 5995487
19821,100.0 , 169 , 0 , 5995487
19822,88.202247191 , 178 , 0 , 5995487
19823,100.0 , 106 , 0 , 5202418
19824,100.0 , 106 , 0 , 5202418
19825,100.0 , 106 , 0 , 5202418
19826,100.0 , 106 , 0 , 5202418
19827,98.7341772152 , 79 , 0 , 5202418
19828,98.7341772152 , 79 , 0 , 5202418
19829,100.0 , 89 , 0 , 5202418
19830,100.0 , 89 , 0 , 5202418
19831,98.8636363636 , 88 , 0 , 5202418
19832,98.8636363636 , 88 , 0 , 5202418
19833,5.1546391753 , 97 , 0 , 5202418
19834,5.1546391753 , 97 , 0 , 5202418
19835,100.0 , 72 , 0 , 5202418
19836,100.0 , 72 , 0 , 5202418
19837,99.2063492063 , 126 , 0 , 5202418
19838,99.2063492063 , 126 , 0 , 5202418
19839,100.0 , 91 , 0 , 5202418
19840,98.8636363636 , 88 , 0 , 5202418
19841,100.0 , 91 , 0 , 5202418
19842,100.0 , 91 , 0 , 5202418
19843,98.5915492958 , 71 , 0 , 5202418
19844,98.5915492958 , 71 , 0 , 5202418
19845,6.1946902655 , 113 , 0 , 5202418
19846,100.0 , 85 , 0 , 5202418
19847,100.0 , 85 , 0 , 5202418
19848,100.0 , 96 , 0 , 5202418
19849,100.0 , 96 , 0 , 5202418
19850,5.0505050505 , 99 , 0 , 5202418
19851,5.0505050505 , 99 , 0 , 5202418
19852,5.2631578947 , 95 , 0 , 5202418
19853,5.2631578947 , 95 , 0 , 5202418
19854,100.0 , 106 , 0 , 5202418
19855,100.0 , 106 , 0 , 5202418
19856,100.0 , 106 , 0 , 5202418
19857,100.0 , 106 , 0 , 5202418
19858,100.0 , 106 , 0 , 5202418
19859,100.0 , 82 , 0 , 5202418
19860,100.0 , 82 , 0 , 5202418
19861,100.0 , 111 , 0 , 5202418
19862,99.0196078431 , 102 , 0 , 5202418
19863,100.0 , 80 , 0 , 5202418
19864,100.0 , 80 , 0 , 5202418
19865,5.0 , 140 , 0 , 5202418
19866,5.0 , 140 , 0 , 5202418
19867,5.0 , 140 , 0 , 5202418
19868,100.0 , 104 , 0 , 5202418
19869,100.0 , 121 , 0 , 5202418
19870,7.7669902913 , 103 , 0 , 5202418
19871,99.0291262136 , 103 , 0 , 5202418
19872,100.0 , 109 , 0 , 5202418
19873,100.0 , 109 , 0 , 5202418
19874,100.0 , 81 , 0 , 5202418
19875,100.0 , 96 , 0 , 5202418
19876,100.0 , 96 , 0 , 5202418
19877,95.6989247312 , 93 , 0 , 5202418
19878,100.0 , 90 , 0 , 5202418
19879,99.2063492063 , 126 , 0 , 5202418
19880,100.0 , 94 , 0 , 5202418
19881,99.1935483871 , 124 , 0 , 5202418
19882,98.8888888889 , 90 , 0 , 5202418
19883,96.9696969697 , 99 , 0 , 5202418
19884,100.0 , 106 , 0 , 5202418
19885,100.0 , 91 , 0 , 5202418
19886,100.0 , 104 , 0 , 5202418
19887,100.0 , 121 , 0 , 5202418
19888,99.2063492063 , 126 , 0 , 5202418
19889,99.1935483871 , 124 , 0 , 5202418
19890,96.9696969697 , 99 , 0 , 5202418
19891,100.0 , 106 , 0 , 5202418
19892,98.7341772152 , 79 , 0 , 5202418
19893,98.7341772152 , 79 , 0 , 5202418
19894,100.0 , 89 , 0 , 5202418
19895,100.0 , 89 , 0 , 5202418
19896,98.8636363636 , 88 , 0 , 5202418
19897,98.8636363636 , 88 , 0 , 5202418
19898,100.0 , 72 , 0 , 5202418
19899,100.0 , 72 , 0 , 5202418
19900,99.2063492063 , 126 , 0 , 5202418
19901,99.2063492063 , 126 , 0 , 5202418
19902,100.0 , 91 , 0 , 5202418
19903,98.8636363636 , 88 , 0 , 5202418
19904,100.0 , 91 , 0 , 5202418
19905,98.5915492958 , 71 , 0 , 5202418
19906,100.0 , 85 , 0 , 5202418
19907,100.0 , 85 , 0 , 5202418
19908,100.0 , 96 , 0 , 5202418
19909,100.0 , 96 , 0 , 5202418
19910,100.0 , 82 , 0 , 5202418
19911,100.0 , 82 , 0 , 5202418
19912,100.0 , 111 , 0 , 5202418
19913,99.0196078431 , 102 , 0 , 5202418
19914,100.0 , 80 , 0 , 5202418
19915,100.0 , 104 , 0 , 5202418
19916,100.0 , 121 , 0 , 5202418
19917,99.0291262136 , 103 , 0 , 5202418
19918,100.0 , 109 , 0 , 5202418
19919,100.0 , 109 , 0 , 5202418
19920,100.0 , 81 , 0 , 5202418
19921,100.0 , 96 , 0 , 5202418
19922,100.0 , 96 , 0 , 5202418
19923,95.6989247312 , 93 , 0 , 5202418
19924,100.0 , 90 , 0 , 5202418
19925,99.2063492063 , 126 , 0 , 5202418
19926,100.0 , 94 , 0 , 5202418
19927,99.1935483871 , 124 , 0 , 5202418
19928,98.8888888889 , 90 , 0 , 5202418
19929,96.9696969697 , 99 , 0 , 5202418
19930,100.0 , 106 , 0 , 5202418
19931,99.4680851064 , 188 , 0 , 5447145
19932,99.4680851064 , 188 , 0 , 5447145
19933,99.4680851064 , 188 , 0 , 5447145
19934,99.4680851064 , 188 , 0 , 5447145
19935,100.0 , 135 , 0 , 5447145
19936,100.0 , 135 , 0 , 5447145
19937,100.0 , 135 , 0 , 5447145
19938,100.0 , 135 , 0 , 5447145
19939,100.0 , 138 , 0 , 5447145
19940,100.0 , 138 , 0 , 5447145
19941,100.0 , 135 , 0 , 5447145
19942,100.0 , 135 , 0 , 5447145
19943,100.0 , 160 , 0 , 5447145
19944,100.0 , 160 , 0 , 5447145
19945,100.0 , 161 , 0 , 5447145
19946,100.0 , 161 , 0 , 5447145
19947,100.0 , 111 , 0 , 5447145
19948,100.0 , 111 , 0 , 5447145
19949,100.0 , 153 , 0 , 5447145
19950,100.0 , 153 , 0 , 5447145
19951,98.3739837398 , 123 , 0 , 5447145
19952,98.3739837398 , 123 , 0 , 5447145
19953,100.0 , 158 , 0 , 5447145
19954,100.0 , 160 , 0 , 5447145
19955,100.0 , 149 , 0 , 5447145
19956,100.0 , 149 , 0 , 5447145
19957,100.0 , 164 , 0 , 5447145
19958,100.0 , 164 , 0 , 5447145
19959,100.0 , 140 , 0 , 5447145
19960,100.0 , 140 , 0 , 5447145
19961,100.0 , 153 , 0 , 5447145
19962,100.0 , 153 , 0 , 5447145
19963,99.4680851064 , 188 , 0 , 5447145
19964,99.4680851064 , 188 , 0 , 5447145
19965,99.4680851064 , 188 , 0 , 5447145
19966,99.4680851064 , 188 , 0 , 5447145
19967,99.4680851064 , 188 , 0 , 5447145
19968,100.0 , 135 , 0 , 5447145
19969,100.0 , 135 , 0 , 5447145
19970,100.0 , 135 , 0 , 5447145
19971,100.0 , 135 , 0 , 5447145
19972,100.0 , 135 , 0 , 5447145
19973,100.0 , 138 , 0 , 5447145
19974,100.0 , 138 , 0 , 5447145
19975,100.0 , 160 , 0 , 5447145
19976,100.0 , 144 , 0 , 5447145
19977,100.0 , 127 , 0 , 5447145
19978,100.0 , 127 , 0 , 5447145
19979,100.0 , 166 , 0 , 5447145
19980,99.3006993007 , 143 , 0 , 5447145
19981,100.0 , 149 , 0 , 5447145
19982,99.358974359 , 156 , 0 , 5447145
19983,99.358974359 , 156 , 0 , 5447145
19984,91.4728682171 , 129 , 0 , 5447145
19985,100.0 , 126 , 0 , 5447145
19986,100.0 , 133 , 0 , 5447145
19987,100.0 , 133 , 0 , 5447145
19988,99.3710691824 , 159 , 0 , 5447145
19989,100.0 , 117 , 0 , 5447145
19990,100.0 , 132 , 0 , 5447145
19991,100.0 , 131 , 0 , 5447145
19992,100.0 , 142 , 0 , 5447145
19993,99.1379310345 , 116 , 0 , 5447145
19994,100.0 , 143 , 0 , 5447145
19995,100.0 , 147 , 0 , 5447145
19996,100.0 , 166 , 0 , 5447145
19997,99.3006993007 , 143 , 0 , 5447145
19998,91.4728682171 , 129 , 0 , 5447145
19999,100.0 , 132 , 0 , 5447145
20000,100.0 , 142 , 0 , 5447145
20001,100.0 , 143 , 0 , 5447145
20002,100.0 , 147 , 0 , 5447145
20003,100.0 , 135 , 0 , 5447145
20004,100.0 , 135 , 0 , 5447145
20005,100.0 , 160 , 0 , 5447145
20006,100.0 , 160 , 0 , 5447145
20007,100.0 , 161 , 0 , 5447145
20008,100.0 , 161 , 0 , 5447145
20009,100.0 , 111 , 0 , 5447145
20010,100.0 , 111 , 0 , 5447145
20011,100.0 , 153 , 0 , 5447145
20012,100.0 , 153 , 0 , 5447145
20013,98.3739837398 , 123 , 0 , 5447145
20014,98.3739837398 , 123 , 0 , 5447145
20015,100.0 , 158 , 0 , 5447145
20016,100.0 , 160 , 0 , 5447145
20017,100.0 , 149 , 0 , 5447145
20018,100.0 , 164 , 0 , 5447145
20019,100.0 , 140 , 0 , 5447145
20020,100.0 , 140 , 0 , 5447145
20021,100.0 , 153 , 0 , 5447145
20022,100.0 , 153 , 0 , 5447145
20023,100.0 , 160 , 0 , 5447145
20024,100.0 , 144 , 0 , 5447145
20025,100.0 , 127 , 0 , 5447145
20026,100.0 , 166 , 0 , 5447145
20027,99.3006993007 , 143 , 0 , 5447145
20028,100.0 , 149 , 0 , 5447145
20029,99.358974359 , 156 , 0 , 5447145
20030,99.358974359 , 156 , 0 , 5447145
20031,91.4728682171 , 129 , 0 , 5447145
20032,100.0 , 126 , 0 , 5447145
20033,100.0 , 133 , 0 , 5447145
20034,100.0 , 133 , 0 , 5447145
20035,99.3710691824 , 159 , 0 , 5447145
20036,100.0 , 117 , 0 , 5447145
20037,100.0 , 132 , 0 , 5447145
20038,100.0 , 131 , 0 , 5447145
20039,100.0 , 142 , 0 , 5447145
20040,99.1379310345 , 116 , 0 , 5447145
20041,100.0 , 143 , 0 , 5447145
20042,100.0 , 147 , 0 , 5447145
20043,91.4728682171 , 129 , 0 , 5447145
20044,100.0 , 95 , 0 , 4554473
20045,100.0 , 95 , 0 , 4554473
20046,100.0 , 95 , 0 , 4554473
20047,100.0 , 95 , 0 , 4554473
20048,100.0 , 95 , 0 , 4554473
20049,100.0 , 95 , 0 , 4554473
20050,100.0 , 95 , 0 , 4554473
20051,100.0 , 95 , 0 , 4554473
20052,100.0 , 121 , 0 , 4554473
20053,100.0 , 121 , 0 , 4554473
20054,99.3670886076 , 158 , 0 , 4554473
20055,99.3670886076 , 158 , 0 , 4554473
20056,100.0 , 147 , 0 , 4554473
20057,100.0 , 147 , 0 , 4554473
20058,99.3288590604 , 149 , 0 , 4554473
20059,99.3288590604 , 149 , 0 , 4554473
20060,100.0 , 195 , 0 , 4554473
20061,100.0 , 195 , 0 , 4554473
20062,100.0 , 147 , 0 , 4554473
20063,100.0 , 147 , 0 , 4554473
20064,99.2 , 125 , 0 , 4554473
20065,100.0 , 141 , 0 , 4554473
20066,98.5401459854 , 137 , 0 , 4554473
20067,98.5401459854 , 137 , 0 , 4554473
20068,99.3827160494 , 162 , 0 , 4554473
20069,99.3827160494 , 162 , 0 , 4554473
20070,99.3788819876 , 161 , 0 , 4554473
20071,99.3788819876 , 161 , 0 , 4554473
20072,100.0 , 178 , 0 , 4554473
20073,100.0 , 178 , 0 , 4554473
20074,93.4306569343 , 137 , 0 , 4554473
20075,93.4306569343 , 137 , 0 , 4554473
20076,100.0 , 95 , 0 , 4554473
20077,100.0 , 95 , 0 , 4554473
20078,100.0 , 95 , 0 , 4554473
20079,100.0 , 95 , 0 , 4554473
20080,100.0 , 95 , 0 , 4554473
20081,100.0 , 95 , 0 , 4554473
20082,100.0 , 95 , 0 , 4554473
20083,100.0 , 95 , 0 , 4554473
20084,100.0 , 95 , 0 , 4554473
20085,100.0 , 95 , 0 , 4554473
20086,100.0 , 121 , 0 , 4554473
20087,100.0 , 121 , 0 , 4554473
20088,99.481865285 , 193 , 0 , 4554473
20089,100.0 , 135 , 0 , 4554473
20090,100.0 , 179 , 0 , 4554473
20091,100.0 , 179 , 0 , 4554473
20092,99.375 , 160 , 0 , 4554473
20093,100.0 , 150 , 0 , 4554473
20094,100.0 , 107 , 0 , 4554473
20095,100.0 , 173 , 0 , 4554473
20096,100.0 , 173 , 0 , 4554473
20097,92.6174496644 , 149 , 0 , 4554473
20098,99.2481203008 , 133 , 0 , 4554473
20099,100.0 , 132 , 0 , 4554473
20100,100.0 , 132 , 0 , 4554473
20101,100.0 , 140 , 0 , 4554473
20102,99.3670886076 , 158 , 0 , 4554473
20103,8.9743589744 , 78 , 0 , 4554473
20104,99.3150684932 , 146 , 0 , 4554473
20105,99.0825688073 , 109 , 0 , 4554473
20106,100.0 , 105 , 0 , 4554473
20107,100.0 , 170 , 0 , 4554473
20108,98.9361702128 , 188 , 0 , 4554473
20109,100.0 , 191 , 0 , 4554473
20110,93.4306569343 , 137 , 0 , 4554473
20111,99.375 , 160 , 0 , 4554473
20112,100.0 , 150 , 0 , 4554473
20113,92.6174496644 , 149 , 0 , 4554473
20114,99.3150684932 , 146 , 0 , 4554473
20115,100.0 , 105 , 0 , 4554473
20116,98.9361702128 , 188 , 0 , 4554473
20117,100.0 , 191 , 0 , 4554473
20118,99.3670886076 , 158 , 0 , 4554473
20119,99.3670886076 , 158 , 0 , 4554473
20120,100.0 , 147 , 0 , 4554473
20121,100.0 , 147 , 0 , 4554473
20122,99.3288590604 , 149 , 0 , 4554473
20123,99.3288590604 , 149 , 0 , 4554473
20124,100.0 , 195 , 0 , 4554473
20125,100.0 , 195 , 0 , 4554473
20126,100.0 , 147 , 0 , 4554473
20127,100.0 , 147 , 0 , 4554473
20128,99.2 , 125 , 0 , 4554473
20129,100.0 , 141 , 0 , 4554473
20130,98.5401459854 , 137 , 0 , 4554473
20131,99.3827160494 , 162 , 0 , 4554473
20132,99.3788819876 , 161 , 0 , 4554473
20133,99.3788819876 , 161 , 0 , 4554473
20134,100.0 , 178 , 0 , 4554473
20135,100.0 , 178 , 0 , 4554473
20136,93.4306569343 , 137 , 0 , 4554473
20137,93.4306569343 , 137 , 0 , 4554473
20138,99.481865285 , 193 , 0 , 4554473
20139,100.0 , 135 , 0 , 4554473
20140,100.0 , 179 , 0 , 4554473
20141,99.375 , 160 , 0 , 4554473
20142,100.0 , 150 , 0 , 4554473
20143,100.0 , 107 , 0 , 4554473
20144,100.0 , 173 , 0 , 4554473
20145,100.0 , 173 , 0 , 4554473
20146,92.6174496644 , 149 , 0 , 4554473
20147,99.2481203008 , 133 , 0 , 4554473
20148,100.0 , 132 , 0 , 4554473
20149,100.0 , 132 , 0 , 4554473
20150,100.0 , 140 , 0 , 4554473
20151,99.3670886076 , 158 , 0 , 4554473
20152,99.3150684932 , 146 , 0 , 4554473
20153,99.0825688073 , 109 , 0 , 4554473
20154,100.0 , 105 , 0 , 4554473
20155,100.0 , 170 , 0 , 4554473
20156,98.9361702128 , 188 , 0 , 4554473
20157,100.0 , 191 , 0 , 4554473
20158,92.6174496644 , 149 , 0 , 4554473
20159,93.4306569343 , 137 , 0 , 4554473
20160,93.4306569343 , 137 , 0 , 4554473
20161,100.0 , 131 , 0 , 4441335
20162,100.0 , 131 , 0 , 4441335
20163,100.0 , 176 , 0 , 4441335
20164,100.0 , 176 , 0 , 4441335
20165,100.0 , 153 , 0 , 4441335
20166,100.0 , 153 , 0 , 4441335
20167,100.0 , 161 , 0 , 4441335
20168,100.0 , 131 , 0 , 4441335
20169,100.0 , 131 , 0 , 4441335
20170,100.0 , 156 , 0 , 4441335
20171,100.0 , 156 , 0 , 4441335
20172,100.0 , 148 , 0 , 4441335
20173,100.0 , 137 , 0 , 4441335
20174,100.0 , 153 , 0 , 4441335
20175,100.0 , 161 , 0 , 4441335
20176,100.0 , 137 , 0 , 4441335
20177,100.0 , 176 , 0 , 4441335
20178,100.0 , 176 , 0 , 4441335
20179,100.0 , 153 , 0 , 4441335
20180,100.0 , 161 , 0 , 4441335
20181,100.0 , 156 , 0 , 4441335
20182,100.0 , 148 , 0 , 4441335
20183,100.0 , 137 , 0 , 4441335
20184,100.0 , 118 , 0 , 6250284
20185,100.0 , 118 , 0 , 6250284
20186,100.0 , 118 , 0 , 6250284
20187,100.0 , 118 , 0 , 6250284
20188,100.0 , 145 , 0 , 6250284
20189,100.0 , 145 , 0 , 6250284
20190,100.0 , 161 , 0 , 6250284
20191,100.0 , 161 , 0 , 6250284
20192,100.0 , 139 , 0 , 6250284
20193,100.0 , 139 , 0 , 6250284
20194,100.0 , 145 , 0 , 6250284
20195,100.0 , 145 , 0 , 6250284
20196,100.0 , 113 , 0 , 6250284
20197,100.0 , 113 , 0 , 6250284
20198,100.0 , 168 , 0 , 6250284
20199,100.0 , 168 , 0 , 6250284
20200,99.3197278912 , 147 , 0 , 6250284
20201,99.3197278912 , 147 , 0 , 6250284
20202,100.0 , 159 , 0 , 6250284
20203,100.0 , 159 , 0 , 6250284
20204,100.0 , 132 , 0 , 6250284
20205,100.0 , 132 , 0 , 6250284
20206,100.0 , 181 , 0 , 6250284
20207,100.0 , 171 , 0 , 6250284
20208,100.0 , 171 , 0 , 6250284
20209,100.0 , 118 , 0 , 6250284
20210,100.0 , 118 , 0 , 6250284
20211,100.0 , 118 , 0 , 6250284
20212,100.0 , 118 , 0 , 6250284
20213,100.0 , 118 , 0 , 6250284
20214,100.0 , 145 , 0 , 6250284
20215,100.0 , 145 , 0 , 6250284
20216,99.2307692308 , 130 , 0 , 6250284
20217,100.0 , 165 , 0 , 6250284
20218,100.0 , 165 , 0 , 6250284
20219,100.0 , 127 , 0 , 6250284
20220,100.0 , 153 , 0 , 6250284
20221,100.0 , 153 , 0 , 6250284
20222,94.0789473684 , 152 , 0 , 6250284
20223,100.0 , 133 , 0 , 6250284
20224,100.0 , 185 , 0 , 6250284
20225,100.0 , 185 , 0 , 6250284
20226,100.0 , 185 , 0 , 6250284
20227,100.0 , 185 , 0 , 6250284
20228,100.0 , 185 , 0 , 6250284
20229,100.0 , 137 , 0 , 6250284
20230,100.0 , 126 , 0 , 6250284
20231,100.0 , 126 , 0 , 6250284
20232,99.3975903614 , 166 , 0 , 6250284
20233,99.3865030675 , 163 , 0 , 6250284
20234,98.7878787879 , 165 , 0 , 6250284
20235,100.0 , 177 , 0 , 6250284
20236,100.0 , 134 , 121 , 6250284
20237,100.0 , 159 , 0 , 6250284
20238,100.0 , 127 , 0 , 6250284
20239,100.0 , 133 , 0 , 6250284
20240,98.7878787879 , 165 , 0 , 6250284
20241,100.0 , 161 , 0 , 6250284
20242,100.0 , 161 , 0 , 6250284
20243,100.0 , 139 , 0 , 6250284
20244,100.0 , 139 , 0 , 6250284
20245,100.0 , 145 , 0 , 6250284
20246,100.0 , 145 , 0 , 6250284
20247,100.0 , 113 , 0 , 6250284
20248,100.0 , 113 , 0 , 6250284
20249,100.0 , 168 , 0 , 6250284
20250,100.0 , 168 , 0 , 6250284
20251,99.3197278912 , 147 , 0 , 6250284
20252,100.0 , 159 , 0 , 6250284
20253,100.0 , 132 , 0 , 6250284
20254,100.0 , 181 , 0 , 6250284
20255,100.0 , 171 , 0 , 6250284
20256,100.0 , 171 , 0 , 6250284
20257,99.2307692308 , 130 , 0 , 6250284
20258,100.0 , 165 , 0 , 6250284
20259,100.0 , 127 , 0 , 6250284
20260,100.0 , 153 , 0 , 6250284
20261,100.0 , 153 , 0 , 6250284
20262,94.0789473684 , 152 , 0 , 6250284
20263,100.0 , 185 , 0 , 6250284
20264,100.0 , 185 , 0 , 6250284
20265,100.0 , 185 , 0 , 6250284
20266,100.0 , 185 , 0 , 6250284
20267,100.0 , 185 , 0 , 6250284
20268,100.0 , 126 , 0 , 6250284
20269,100.0 , 126 , 0 , 6250284
20270,99.3975903614 , 166 , 0 , 6250284
20271,99.3865030675 , 163 , 0 , 6250284
20272,98.7878787879 , 165 , 0 , 6250284
20273,100.0 , 177 , 0 , 6250284
20274,100.0 , 134 , 121 , 6250284
20275,94.0789473684 , 152 , 0 , 6250284
20276,100.0 , 115 , 0 , 4059739
20277,100.0 , 115 , 0 , 4059739
20278,100.0 , 115 , 0 , 4059739
20279,100.0 , 115 , 0 , 4059739
20280,100.0 , 84 , 0 , 4059739
20281,100.0 , 84 , 0 , 4059739
20282,100.0 , 84 , 0 , 4059739
20283,100.0 , 84 , 0 , 4059739
20284,98.8235294118 , 85 , 0 , 4059739
20285,98.8235294118 , 85 , 0 , 4059739
20286,100.0 , 102 , 0 , 4059739
20287,100.0 , 102 , 0 , 4059739
20288,100.0 , 110 , 0 , 4059739
20289,100.0 , 110 , 0 , 4059739
20290,98.75 , 80 , 0 , 4059739
20291,98.75 , 80 , 0 , 4059739
20292,5.1282051282 , 117 , 0 , 4059739
20293,100.0 , 99 , 0 , 4059739
20294,100.0 , 99 , 0 , 4059739
20295,100.0 , 91 , 0 , 4059739
20296,100.0 , 96 , 0 , 4059739
20297,100.0 , 86 , 0 , 4059739
20298,100.0 , 86 , 0 , 4059739
20299,98.9010989011 , 91 , 0 , 4059739
20300,98.9010989011 , 91 , 0 , 4059739
20301,100.0 , 122 , 0 , 4059739
20302,100.0 , 96 , 0 , 4059739
20303,100.0 , 96 , 0 , 4059739
20304,98.8505747126 , 87 , 0 , 4059739
20305,98.8505747126 , 87 , 0 , 4059739
20306,5.504587156 , 109 , 0 , 4059739
20307,100.0 , 115 , 0 , 4059739
20308,100.0 , 115 , 0 , 4059739
20309,100.0 , 115 , 0 , 4059739
20310,100.0 , 115 , 0 , 4059739
20311,100.0 , 115 , 0 , 4059739
20312,100.0 , 84 , 0 , 4059739
